YB,F8,u_F8,e_F8,F12,u_F12,e_F12,F24,u_F24,e_F24,F70,u_F70,e_F70,F160,u_F160,e_F160,F250,u_F250,e_F250,F350,u_F350,e_F350,F500,u_F500,e_F500,F870,u_F870,e_F870,F1100,u_F1100,e_F1100,Multiple Sources,No Obvious Source 8,No Obvious Source 12,No Obvious Source 24,No Obvious Source 70,No Obvious Source 160,No Obvious Source 250,No Obvious Source 350,No Obvious Source 500,No Obvious Source 870,No Obvious Source 1100,Poor Confidence 8,Poor Confidence 12,Poor Confidence 24,Poor Confidence 70,Poor Confidence 160,Poor Confidence 250,Poor Confidence 350,Poor Confidence 500,Poor Confidence 870,Poor Confidence 1100,Very Circular,RMS,WISE Q,"WISE C,G,K",CORNISH,No Association
3330,0.053566,0.01768425232,0.3301394974,0.023268,0.01831684662,0.7872119055,0.030902,0.013806095393423,0.4467702865,1.417176,0.2781815045,0.1962928419,3.505,0.467,0.13323823327514822,9.083,1.063,0.11703181369155301,2.742,0.213,0.07768052,1.75,0.213,0.12171429,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3331,0.567784,0.0428335678,0.07543989932,0.255376,0.01065691466,0.04173029046,0.674286,0.036077909859586324,0.05350535212,8.721524,0.4612394873,0.05288519384,11.673,0.315,0.02698535060531262,8.817,0.261,0.029601906248267657,2.692,0.073,0.027117385,1.091,0.165,0.15123741,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3332,0.923014,0.2771455947,0.3002615287,0.34848,0.1200856769,0.344598476,0.987616,0.21343457787384323,0.2161108952,25.740776,4.739685624,0.1841314195,19.582,1.047,0.05346747270680925,31.268,0.819,0.026192913065179926,11.677,0.527,0.045131456,5.763,0.256,0.04442131,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3333,0.910326,0.125170398,0.1375006294,0.346262,0.1027973598,0.2968773927,0.766392,0.09800141004321361,0.1278737383,19.51272,0.7495049038,0.03841109306,16.071,0.301,0.018729388279903284,13.331,0.319,0.02392918803705993,4.145,0.095,0.02291918,1.734,0.053,0.030565167,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3334,0.538262,0.2730405261,0.5072632401,0.198168,0.1059121068,0.5344561524,0.381466,0.15754741709493622,0.4130051357,7.457044,2.665252893,0.3574141299,13.956,0.789,0.05653482192086777,14.937,0.645,0.04318136044229187,6.862,0.634,0.09239289,2.544,0.184,0.07232705,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3336,0.479154,0.1145414856,0.2390494197,0.125536,0.04210934789,0.3354364317,0.38154,0.107815780834068,0.2825805442,9.414186,0.6658837655,0.0707319534,14.251,0.402,0.028208547471305898,24.92,1.668,0.06693418871724968,14.251,0.482,0.033822186,3.067,0.513,0.16726443,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3337,0.838872,0.1582835284,0.1886861505,0.347246,0.0482279419,0.1388869617,1.10746,0.051974694801618405,0.04693144204,27.304982,2.184364821,0.07999876435,25.658,0.621,0.02420297731287584,17.289,0.453,0.026201631618943025,5.363,0.109,0.020324444,2.121,0.061,0.028760018,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3338,0.047336,0.02362899977,0.4991760978,0.02424,0.009261911251,0.3820920483,0.038252,0.0182602209749004,0.4773664377,0.398388,0.6117891567,1.535661608,3.129,0.294,0.09395973146742775,3.48,0.309,0.08879309926909962,1.543,0.079,0.051198967,0.623,0.023,0.036918137,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3339,0.1209,0.06482853808,0.5362161959,0.055366,0.008667463875,0.1565484932,0.066206,0.015749769207263002,0.2378903605,1.888106,0.3630394538,0.1922770511,5.406,0.299,0.05530891509308358,5.934,0.376,0.06336366483407427,2.096,0.137,0.065362595,1.212,0.081,0.066831686,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3340,0.358038,0.102867274,0.2873082579,0.134858,0.05237039785,0.3883373463,0.114204,0.050801959409208,0.444835202,3.016346,0.9891534295,0.327931023,5.44,0.656,0.12058823862496544,11.488,0.384,0.03342618413456303,6.289,0.42,0.06678327,3.415,0.151,0.04421669,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3341,1.539416,0.6394118256,0.4153599973,0.51021,0.1888254611,0.3700936106,6.233948,1.6471215363600005,0.2642180423,61.501962,14.85932761,0.2416073753,83.901,11.429,0.13622006770858358,71.915,6.508,0.09049572268654903,33.929,2.075,0.061157122,15.387,0.672,0.04367323,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3342,0.03824,0.00423072098,0.1106360089,0.013964,0.006266221349,0.448741145,0.052022,0.015138349317320601,0.2909989873,0.857102,0.1329508306,0.1551166963,3.656,0.124,0.033916848461007135,6.488,0.315,0.04855117102586532,3.043,0.238,0.07821229,1.958,0.156,0.07967314,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3343,0.10608,0.05153196387,0.4857839731,0.025592,0.003545013399,0.1385203735,0.27038,0.11461856787458001,0.423916591,-0.258458,2.597266106,-10.04908382,12.18,0.532,0.04367816135018134,11.603,0.124,0.010686891146551932,3.16,0.099,0.031329114,1.731,0.175,0.101097636,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3344,0.73889,0.3080082724,0.4168526741,0.198758,0.04439406289,0.2233573637,0.408618,0.1609868576156274,0.3939788693,10.610226,3.28464,0.3095730477,26.416,1.656,0.0626892799106531,41.272,1.812,0.0439038582147612,13.38,0.781,0.058370702,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3345,0.41558,0.02057759704,0.04951536898,0.237428,0.07158440102,0.3014994062,1.036064,0.14046065277155842,0.1355714056,7.178972,1.157109527,0.1611803928,11.767,0.406,0.03450327086916713,13.954,0.461,0.03303712164755962,4.584,0.681,0.14856021,1.714,0.067,0.03908985,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3346,0.276068,0.1280401676,0.4637993813,0.188362,0.03932850329,0.2087921305,3.146734,0.08425364076173165,0.02677494849,65.389438,5.098994563,0.07797887119,77.256,1.39,0.01799212987593048,62.665,1.432,0.022851672241410607,17.382,0.475,0.02732712,7.527,1.501,0.19941545,1.05,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3348,1.374078,0.4451367783,0.323953064,0.657914,0.05847873186,0.08888506987,2.439052,0.19071657654574448,0.07819291124,46.789308,3.163021137,0.06760136605,43.284,2.534,0.0585435708319785,40.684,1.657,0.04072854059680867,15.491,0.434,0.028016265,6.828,0.234,0.034270648,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3349,0.291772,0.03210946387,0.1100498467,0.12808,0.0145882744,0.1138997064,2.500296,0.08357720939509897,0.03342692601,10.035732,0.565125971,0.05631138526,6.501,0.206,0.03168743273933527,7.083,1.322,0.18664408113834263,1.292,0.742,0.5743034,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3351,0.490854,0.3609762798,0.7354045802,0.387482,0.1029383902,0.2656597988,4.790474,0.5653635813865884,0.1180182966,34.094952,6.148563759,0.1803364838,50.373,1.051,0.020864351915635872,57.605,2.326,0.0403784389411417,16.213,0.707,0.043606985,6.379,0.255,0.039974917,1.35,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3352,2.176552,1.009754956,0.4639241129,1.444192,0.2345057734,0.1623785296,,,,78.356604,21.57376221,0.275327938,35.243,2.475,0.07022670898143087,23.329,1.56,0.0668695590372301,9.053,0.753,0.083176844,3.425,0.312,0.091094896,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3353,0.73929,0.2217929916,0.3000081046,0.298172,0.07160045998,0.2401314006,0.671586,0.20714174529478682,0.3084366638,13.778656,2.023571433,0.1468627588,10.919,1.388,0.12711786898471397,11.206,1.409,0.12573621623243325,7.858,1.218,0.15500128,3.996,0.314,0.078578584,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3354,0.276452,0.04102120816,0.1483845592,0.118728,0.0202018358,0.1701522455,0.258676,0.0394131200313092,0.1523648117,1.529746,0.442723822,0.289410021,7.098,2.066,0.29106790430279106,11.181,2.479,0.22171541825889765,9.318,1.32,0.14166132,3.223,0.548,0.17002791,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3356,4.79354,1.925449403,0.4016758811,3.118918,0.4831232361,0.1549009099,,,,563.496652,36.90068377,0.06548518725,332.568,28.102,0.08450000987117497,306.882,10.532,0.03431937874496613,104.865,3.393,0.032355886,39.428,1.132,0.028710559,8.29,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3358,1.287644,0.5793280922,0.4499132464,1.137914,0.3560876607,0.3129302045,6.041578,1.346031645639481,0.2227947145,86.114486,22.70220475,0.2636281746,35.493,1.532,0.04316343914688992,34.016,1.949,0.05729656634976701,17.288,0.915,0.052926887,7.488,0.357,0.04767628,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
3361,0.072478,0.02019494293,0.2786354884,0.040168,0.005768437395,0.1436077822,0.066568,0.0071235152842376,0.1070111057,0.945344,0.07295138573,0.07716914238,3.781,0.132,0.03491139891159594,7.046,0.478,0.06783990707040137,3.444,0.192,0.05574913,1.687,0.132,0.0782454,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3363,0.15342,0.03477311102,0.2266530506,0.065608,0.01716355499,0.2616076544,0.72076,0.12223571452843598,0.1695928111,4.583358,0.6867091506,0.1498266447,11.244,0.725,0.06447883527586784,15.882,0.914,0.05754942543304563,5.909,0.238,0.040277544,2.57,0.106,0.041245136,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3364,0.014398,0.01001185897,0.6953645623,0.006316,0.003918434636,0.6203981375,0.011098,0.0058275183400916,0.5250962642,0.441302,0.3121424589,0.7073216503,0.889,0.243,0.2733408332005126,6.494,0.625,0.09624268555589775,3.113,0.297,0.09540636,2.003,0.137,0.0683974,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3367,0.143216,0.01516271678,0.1058730643,0.043352,0.007638649751,0.1762006309,0.109916,0.010669987348104681,0.09707401423,1.66831,0.6253528522,0.374842117,10.551,0.81,0.07676997463597629,11.579,0.455,0.03929527706304705,4.906,0.158,0.032205462,2.148,0.131,0.060986962,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3368,0.041288,0.0281648641,0.6821561738,0.017138,0.003475646702,0.2028035186,0.039858,0.0092103050985036,0.2310779542,0.866502,0.191068302,0.2205053214,2.42,0.139,0.057438015937805176,2.944,0.197,0.06691575981676579,1.322,0.118,0.0892587,0.556,0.07,0.12589929,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3369,0.178744,0.04795716974,0.2683008646,0.061796,0.02295090913,0.3713979729,0.08106,0.017155153745981998,0.2116352547,2.36283,1.050698909,0.444678165,7.142,0.248,0.03472416633252368,7.856,0.295,0.03755091482777217,3.551,0.121,0.034074906,1.413,0.048,0.033970278,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3371,0.121,0.01979314276,0.1635796922,0.050846,0.01667861145,0.3280220952,0.107942,0.00778784758403808,0.07214844624,0.873626,0.4345607147,0.4974219113,2.148,0.055,0.025605214013955668,1.733,0.077,0.04443162122490911,0.577,0.027,0.04679376,0.379,0.042,0.11081794,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3372,0.599382,0.02846216559,0.04748585308,0.19835,0.03977767402,0.2005428486,1.409018,0.1274588012709466,0.0904593137,10.801168,4.224333493,0.3910996934,19.597,0.373,0.01903352533280013,27.343,1.145,0.04187543360006267,10.689,0.416,0.038918514,4.795,0.224,0.04671533,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3373,0.071196,0.02071411789,0.2909449673,0.022622,0.008041614887,0.3554776274,0.041174,0.0064290069223212004,0.1561423938,0.544676,0.09441411856,0.1733399646,11.399,1.138,0.09983331971612351,5.603,0.424,0.07567374531379795,2.818,0.806,0.28601843,1.465,0.48,0.32764503,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3374,1.218338,0.1617856024,0.1327920515,0.410246,0.08995080339,0.219260647,3.467096,0.2748574820401336,0.0792759941,44.599122,21.73189659,0.4872718478,57.117,1.763,0.03086646727671432,38.714,2.036,0.05259079437287391,14.052,0.778,0.055365782,5.892,0.305,0.051765103,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3376,0.08689,0.01561473022,0.1797068733,0.041594,0.009716461803,0.233602486,0.080122,0.0109727284673174,0.1369502567,0.740976,0.2367031805,0.319447837,2.125,0.126,0.05929411860073314,3.63,0.253,0.06969696726680788,1.234,0.283,0.22933549,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3377,18.07924,5.580985368,0.3086957952,,,,,,,1219.897828,586.7981118,0.4810223433,602.616,21.833,0.03623036922867211,381.856,16.942,0.044367508787147,115.653,3.511,0.030358054,39.026,1.086,0.0278276,8.46,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3378,0.08111,0.04965953634,0.612249246,0.024628,0.01679090736,0.6817811987,0.03782,0.026527350037946,0.7014106303,0.486174,0.5924213128,1.218537628,10.385,1.166,0.11227732388859595,9.426,0.729,0.07733927141347813,4.275,0.246,0.05754386,2.118,0.08,0.037771482,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3380,0.105132,0.02935439525,0.2792146563,0.045336,0.00869586856,0.1918093471,0.074568,0.0139849801556712,0.1875466709,0.973112,0.3472941625,0.3568902269,3.793,0.359,0.0946480351640906,4.322,0.261,0.0603887106411328,1.69,0.09,0.053254437,0.654,0.057,0.08715597,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3382,0.13194,0.04198399219,0.3182051856,0.039976,0.016549587,0.4139880679,0.049958,0.033434643263341,0.6692550395,0.970374,0.5578498662,0.5748812996,5.3,0.291,0.054905661996805445,3.762,0.194,0.05156831624722113,1.447,0.083,0.057360053,0.691,0.058,0.083936326,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3384,0.131642,0.0179773627,0.1365625158,0.050112,0.008705950263,0.1737298504,0.108008,0.0133686749492704,0.1237748588,1.743432,0.7562533581,0.4337727873,7.801,0.255,0.032688116296837384,13.636,0.334,0.024493985876865004,5.875,0.261,0.044425532,3.863,0.209,0.05410303,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3385,0.009052,0.003499124176,0.3865581282,0.003508,0.002588652159,0.7379282095,0.006248,0.0026734004561351997,0.4278809949,0.131636,0.05813957026,0.4416692262,1.637,0.158,0.09651802521183059,2.595,0.188,0.07244701100682018,1.216,0.093,0.07648027,0.713,0.081,0.113604486,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3386,0.035658,0.01579558388,0.4429744763,0.018876,0.003810489469,0.2018695417,0.033324,0.0037994973361152,0.1140168448,0.450512,0.2240540677,0.4973320749,3.768,0.324,0.0859872613995951,3.555,0.271,0.07623066043719628,1.224,0.152,0.12418301,0.828,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3387,0.95845,0.1160119714,0.1210412347,0.361424,0.1044958103,0.2891224997,0.978462,0.1753971840526356,0.1792580438,19.605372,10.61573477,0.5414707139,40.143,1.94,0.04832723157762148,26.628,,,6.557,1.974,0.3010523,4.806,0.234,0.048689134,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3388,0.471378,0.2508255354,0.5321112471,0.26569,0.2234533732,0.8410304235,0.35133,0.281214504256119,0.8004283843,11.608888,7.612187859,0.6557206736,9.779,1.711,0.17496676200713004,31.996,1.903,0.059476184433647244,8.144,0.564,0.06925344,6.299,0.483,0.07667884,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3390,0.26621,0.05788334087,0.2174348855,0.0937,0.03177221506,0.3390844724,0.088142,0.027431322792741,0.3112173855,3.650678,1.52441047,0.4175691393,9.606,0.738,0.07682698060392515,11.197,0.542,0.04840582260502506,4.574,0.293,0.06405772,2.407,0.133,0.055255502,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3391,1.002722,0.3698387596,0.3688347913,0.326046,0.1208541093,0.3706658241,1.248206,0.30523908909948977,0.2445422383,34.103318,8.47046246,0.2483764911,26.197,1.256,0.04794442271869565,19.69,0.528,0.02681564231279721,6.673,0.385,0.057695188,2.081,0.138,0.066314265,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3392,0.374354,0.2466109621,0.6587640632,0.15731,0.08893987829,0.5653796853,0.383042,0.14590502808980998,0.380911305,11.6273,3.217144875,0.2766889024,18.1,0.861,0.047569060852514444,20.799,0.955,0.045915668220140364,8.533,0.35,0.041017227,3.952,0.15,0.037955467,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3393,0.093056,0.06196110094,0.6658474568,0.02885,0.01268072356,0.4395398114,0.134304,0.0345556099646784,0.2572939746,0.995228,0.8136127639,0.8175139404,3.395,0.269,0.07923416606807568,2.259,0.178,0.07879592877354649,1.013,0.426,0.42053306,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3394,0.154396,0.01914618317,0.1240069896,0.057156,0.01024023584,0.1791629197,0.267014,0.03892601416779679,0.1457826712,2.736136,1.467836732,0.5364633674,5.747,0.195,0.03393074523185012,7.608,0.603,0.07925867313591589,2.31,0.133,0.05757576,0.97,0.105,0.108247414,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3395,0.016912,0.01669991377,0.9874594236,0.004662,0.004493759006,0.9639122706,0.007968,0.009680659585055998,1.214942217,0.14354,0.1350067669,0.9405515318,1.321,0.119,0.09008327232536992,2.164,0.102,0.0471349344235912,1.096,0.075,0.06843066,0.508,0.056,0.11023622,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3396,0.135998,0.01488383083,0.109441542,0.051476,0.006777339446,0.1316601804,0.156008,0.009025404145504,0.057852188,1.870744,1.16126712,0.620751487,3.939,0.204,0.05178979339560871,6.764,0.593,0.08767001696552207,2.552,0.144,0.056426328,1.26,0.17,0.13492064,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3397,0.551218,0.7803774455,1.415732878,0.043536,0.04734793005,1.087558114,2.266982,0.104955901787097,0.0462976335,8.93896,4.961024698,0.5549890254,28.79,0.73,0.02535602706055875,21.831,1.543,0.07067930845283599,6.244,0.165,0.02642537,2.096,0.135,0.0644084,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3398,0.252202,0.04154005621,0.1647094639,0.08315,0.0201746772,0.2426299122,0.335576,0.051724630293765596,0.1541368581,3.676894,2.289425467,0.6226520174,14.182,0.594,0.04188407713158849,7.338,0.961,0.1309621184617565,3.544,0.468,0.13205418,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3399,0.165992,0.1051540176,0.633488467,0.067302,0.04590127199,0.6820194346,0.165562,0.0625765960322368,0.3779647264,2.95691,0.5596756839,0.189277213,13.219,1.31,0.09909977629015365,13.648,1.629,0.11935814394062039,5.957,0.303,0.050864533,2.262,0.154,0.06808134,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3400,0.086688,0.04456840439,0.5141242662,0.01518,0.01494671703,0.9846322155,0.085502,0.0415776589012166,0.4862770333,0.2488,0.7688567614,3.090260295,7.6,0.986,0.12973684229348836,12.604,1.068,0.08473500150682359,5.227,0.94,0.17983547,3.097,1.176,0.37972233,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3401,1.564556,0.2781832117,0.1778032948,0.630396,0.2026130012,0.3214059119,5.052746,0.5707483282314556,0.1129580486,46.025674,18.60733418,0.404281623,36.451,1.558,0.04274231073300452,41.393,2.079,0.05022588351134981,15.121,1.134,0.07499503,6.027,1.786,0.29633316,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3402,0.077506,0.02099887688,0.2709322746,0.049892,0.01214667527,0.2434593776,0.104246,0.030091294922838404,0.2886565904,1.98086,1.653508423,0.8347426993,4.459,0.39,0.08746355364316781,5.465,0.69,0.12625800505321394,0.971,0.047,0.048403706,0.761,0.096,0.1261498,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3404,0.538104,0.187403049,0.3482654822,0.222672,0.04286029129,0.1924817278,0.858578,0.19646699215191019,0.2288283559,14.338802,10.0377497,0.7000410288,30.558,1.794,0.058708031597745396,23.629,1.994,0.08438782673995218,8.574,0.776,0.09050618,3.682,0.316,0.085822925,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3406,0.992616,0.07736107891,0.07793656249,0.334176,0.1420706655,0.4251372494,1.471552,0.48718951261560955,0.3310718973,25.889578,14.50645263,0.5603201657,42.398,1.841,0.04342185859944698,27.316,1.422,0.05205740410545976,8.056,0.33,0.04096326,3.195,0.216,0.06760564,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3408,0.961874,0.3367906862,0.3501401287,0.27829,0.07486921831,0.2690330889,1.223888,0.1882050186785856,0.1537763412,32.947084,15.61162808,0.4738394474,58.406,2.206,0.03777009364868996,54.79,2.618,0.047782442608461,22.241,1.189,0.05345983,9.478,0.381,0.040198356,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3409,0.272314,0.05289901823,0.1942574316,0.089016,0.02200295844,0.2471798153,0.38402,0.033263985781189796,0.08662045149,5.578226,4.318018405,0.7740845216,9.786,0.272,0.027794810421209067,19.458,1.162,0.059718364727731135,7.242,0.349,0.048191108,3.212,0.988,0.3075965,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3411,1.4933,0.3766574502,0.2522316013,1.007602,0.1008819078,0.1001207896,,,,156.073744,18.06348276,0.1157368453,137.427,3.481,0.025329811074928786,96.173,2.736,0.028448733647023137,25.445,0.91,0.035763413,7.605,,,2.15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3414,1.761144,0.3438020153,0.1952151643,1.298076,0.3280207695,0.2526976614,11.239324,2.001511417202204,0.178081121,97.964522,31.94582338,0.3260958429,102.46,5.043,0.04921920965501114,52.212,2.637,0.050505632496808006,19.098,1.304,0.0682794,10.925,0.765,0.07002288,1.38,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3415,19.767096,1.954104342,0.0988564199,,,,,,,1430.716524,234.6799921,0.1640296929,597.18,27.159,0.04547875078992685,367.945,20.906,0.056818274843601906,106.858,3.872,0.036235,38.143,1.675,0.04391369,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3416,1.072552,0.2099660649,0.1957630631,0.385286,0.08196752852,0.2127446326,2.614988,0.6689878074719832,0.2558282514,44.827606,2.761544355,0.06160365457,32.652,1.922,0.05886316460078215,24.789,1.734,0.06995037990943859,9.625,0.619,0.06431169,4.283,0.364,0.084987156,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3419,0.091502,0.01967696801,0.2150441303,0.007376,0.004429021337,0.6004638472,0.066958,0.026498161635345,0.3957430275,1.023128,0.5059504811,0.4945133757,27.346,0.655,0.02395231373472429,28.237,0.839,0.029712787712878833,10.249,0.255,0.024880476,2.965,0.162,0.05463744,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3420,0.5171,0.02954792548,0.05714160796,0.152252,0.05100074774,0.3349758804,0.925648,0.1529829904494,0.1652712375,16.469902,0.9756237944,0.05923676986,22.124,0.365,0.016497921241038833,14.863,0.74,0.04978806496243983,4.265,0.304,0.07127784,1.887,0.305,0.16163222,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3421,0.708808,0.07694513152,0.1085556759,0.381584,0.1326589391,0.347653306,1.841394,0.447687663181383,0.2431243195,9.802152,0.4403269325,0.04492145526,6.799,0.178,0.02618032109125482,3.234,0.234,0.07235621440241052,0.913,0.073,0.07995619,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
