YB,F8,u_F8,e_F8,F12,u_F12,e_F12,F24,u_F24,e_F24,F70,u_F70,e_F70,F160,u_F160,e_F160,F250,u_F250,e_F250,F350,u_F350,e_F350,F500,u_F500,e_F500,F870,u_F870,e_F870,F1100,u_F1100,e_F1100,Multiple Sources,No Obvious Source 8,No Obvious Source 12,No Obvious Source 24,No Obvious Source 70,No Obvious Source 160,No Obvious Source 250,No Obvious Source 350,No Obvious Source 500,No Obvious Source 870,No Obvious Source 1100,Poor Confidence 8,Poor Confidence 12,Poor Confidence 24,Poor Confidence 70,Poor Confidence 160,Poor Confidence 250,Poor Confidence 350,Poor Confidence 500,Poor Confidence 870,Poor Confidence 1100,Very Circular,RMS,WISE Q,"WISE C,G,K",CORNISH,No Association
1291,0.092294,0.05376962414,0.5825906791,0.053608,0.02363097374,0.4408105832,0.071076,0.022838027060394,0.3213184065,0.620996,0.5354949788,0.8623163093,5.605,0.466,0.08314005186470569,10.009,1.004,0.1003097161056636,4.049,0.453,0.11187948,2.175,0.163,0.07494253,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1292,0.145844,0.03309214605,0.2269009767,0.049786,0.03491065497,0.7012142965,0.070594,0.0414561060631756,0.5872468774,2.710534,1.040725023,0.3839557161,10.876,0.337,0.030985657631276767,10.127,0.408,0.04028833735268149,3.593,0.109,0.030336766,1.281,0.069,0.053864166,0.163,0.033,0.20245399,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293,0.225184,0.08969118006,0.3983017446,0.07513,0.03795184712,0.5051490366,0.233982,0.0593977454955612,0.2538560466,4.537036,0.8562084011,0.1887153642,8.391,0.256,0.030508880009456268,11.282,0.82,0.07268214792124114,3.281,0.266,0.081072845,1.244,0.112,0.09003216,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1294,0.318614,0.04486787246,0.1408220369,0.122594,0.04209144426,0.3433401656,2.166762,0.41573962568869377,0.1918713849,19.529532,3.814314028,0.195310058,29.047,0.65,0.022377525257621857,26.249,0.617,0.023505656740734376,8.438,0.374,0.044323303,3.128,0.197,0.06297954,0.341,0.068,0.19941351,0.337,0.074,0.21958457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1295,1.652642,0.4550859811,0.2753687617,0.73029,0.2750756711,0.3766663532,3.41022,0.589770021022116,0.1729419278,61.077536,12.46140775,0.2040260391,52.518,1.454,0.02768574576688569,68.305,3.585,0.052485177339096294,27.1,1.426,0.052619927,11.953,0.801,0.06701247,1.93,,,1.936,0.156,0.08057851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1296,0.302056,0.06944289689,0.2299007366,0.095754,0.05439214953,0.5680404947,0.138108,0.08796005070602882,0.6368932336,3.814994,1.717090125,0.4500898626,15.032,0.712,0.04736562083540222,13.066,0.965,0.0738558069626478,4.943,0.119,0.02407445,1.703,0.274,0.16089255,,,,0.167,0.05,0.29940122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1298,0.796706,0.5102605629,0.6404628092,0.427438,0.2408093418,0.5633784122,0.816742,0.5625611958336456,0.6887869068,26.27008,15.18499718,0.5780339147,44.746,1.385,0.03095248716004239,58.298,1.896,0.03252255699434895,19.2,0.666,0.0346875,6.018,0.237,0.039381854,1.07,,,0.981,0.102,0.103975534,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1299,0.247026,0.1634450182,0.661651074,0.124232,0.05873727453,0.4728030985,0.957916,0.175786400743032,0.183509202,8.276576,2.558019286,0.3090673349,24.029,5.956,0.24786715432297668,12.139,16.484,1.357937165525936,7.209,8.549,1.1858788,3.577,0.261,0.07296617,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1301,2.214566,0.2527786965,0.1141436726,1.248414,0.5795852069,0.4642572151,,,,171.17213,41.8709148,0.2446129215,159.397,4.783,0.030006838223872505,159.143,4.698,0.029520619532267412,54.701,1.35,0.024679622,21.44,0.222,0.010354478,4.19,,,4.167,0.291,0.06983442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1302,0.18064,0.1448116825,0.8016590043,0.110652,0.08591183982,0.7764147039,0.083218,0.0640551908093086,0.7697275927,2.234644,2.186064377,0.9782606879,4.717,0.171,0.036251855801292615,7.26,0.559,0.07699724728082494,2.804,0.103,0.03673324,1.109,0.047,0.042380523,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1303,0.464172,0.07772506653,0.1674488477,0.180616,0.05294574563,0.2931398416,0.14758,0.04587531634726,0.310850497,5.126426,1.983660074,0.3869479582,12.642,0.371,0.029346621728663844,14.189,0.58,0.04087673432311646,4.802,0.21,0.043731775,2.062,0.088,0.04267701,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,0.095972,0.04172412096,0.434753063,0.044736,0.03106637941,0.6944380234,0.078468,0.040033188356553596,0.5101848952,1.431066,0.4720384687,0.3298509424,4.849,0.12,0.024747370038727776,5.689,0.149,0.02619089540058122,2.198,0.1,0.04549591,0.923,0.087,0.094257854,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305,3.608296,0.4683258252,0.1297914099,1.487196,0.4904952717,0.3298121241,5.08262,0.573928994997248,0.1129199104,58.681026,12.77541175,0.2177094135,49.733,1.97,0.03961152612169444,45.538,6.205,0.1362598252823149,18.001,1.761,0.097827904,7.953,1.078,0.13554633,,,,1.967,0.167,0.08490086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1307,0.402488,0.07772372527,0.1931081803,0.132108,0.03337468457,0.2526318207,0.21117,0.043355572882556995,0.2053112321,8.32035,1.265280439,0.1520705787,13.124,0.575,0.04381286102400724,13.305,1.768,0.13288237554872004,6.139,0.533,0.08682196,2.336,0.379,0.16224316,,,,0.423,0.085,0.20094563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1308,0.275058,0.0204974674,0.07452052805,0.07894,0.03365849299,0.4263807067,0.13899,0.054551920685424,0.3924880976,2.61292,1.015674735,0.3887125265,14.621,1.184,0.08097941421645503,11.399,4.26,0.3737170127977749,6.886,1.016,0.14754574,2.984,0.485,0.16253352,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1309,0.25439,0.2103656075,0.8269413399,0.048424,0.06884273221,1.421665542,0.247714,0.300853195083904,1.214518336,4.10347,1.983125947,0.4832802352,13.117,0.287,0.021880003085830383,12.874,0.266,0.020661799178390894,5.314,0.13,0.02446368,2.487,0.085,0.034177724,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,0.17905,0.05303622772,0.296209035,0.042562,0.02151317085,0.5054548858,0.153934,0.04290037330308839,0.2786932926,2.520336,1.070078576,0.4245777452,5.621,0.137,0.024372886411025203,4.345,0.261,0.0600690465802016,1.345,0.096,0.07137547,0.438,0.043,0.09817352,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,0.390858,0.08635137272,0.2209277352,0.136712,0.052915771,0.3870601776,0.391058,0.09636749593701101,0.2464276295,7.25376,1.494764345,0.2060675215,11.332,0.259,0.022855630368678086,15.755,0.733,0.046524911485222246,7.116,1.02,0.14333895,2.778,0.239,0.08603311,0.693,0.139,0.2005772,0.729,0.113,0.15500686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1313,1.266388,0.2056702693,0.1624069948,0.473904,0.1476835967,0.3116318847,1.78031,0.272840073105376,0.1532542496,18.192356,4.237966623,0.2329531493,41.111,4.78,0.11627058961855342,103.462,3.084,0.02980804653521313,48.612,0.951,0.019563071,20.612,0.685,0.03323307,3.282,0.656,0.19987813,1.341,0.123,0.0917226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1315,0.383212,0.09768440828,0.2549095756,0.168004,0.07491416776,0.4459070484,2.183568,0.5682708549863377,0.2602487557,25.290058,5.059741877,0.2000684173,47.016,1.11,0.023608984479860363,51.613,2.147,0.04159804844489948,23.455,1.072,0.045704544,11.087,2.991,0.26977542,3.2,,,3.186,0.238,0.07470182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1316,0.084792,0.06144719497,0.7246815144,0.03361,0.03195478211,0.95075222,0.968118,0.5887153543387026,0.6081028907,288.099278,30.27810494,0.1050960806,620.049,18.925,0.03052178011263714,540.265,14.287,0.026444429497475525,171.8,3.413,0.019866124,53.605,2.295,0.04281317,7.88,,,4.371,0.291,0.06657516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1317,1.590576,0.1103630664,0.06938559768,0.65111,0.1881835717,0.2890196306,3.990004,0.7548710644292133,0.1891905533,75.419022,9.322229817,0.1236058168,153.792,4.59,0.02984550661014806,111.884,3.965,0.03543848909736255,14.817,1.955,0.13194303,,,,1.66,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1318,0.144924,0.09398943095,0.648542898,0.03145,0.02736219381,0.8700220607,0.209692,0.1092262352607384,0.5208889002,4.683318,2.712777438,0.5792426306,29.058,1.187,0.04084933705828426,39.76,1.257,0.03161468736122792,17.875,0.577,0.032279722,8.927,0.242,0.027108772,1.79,,,1.671,0.149,0.08916817,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1319,0.110368,0.03878987587,0.3514594436,0.029724,0.01215129335,0.4088041094,0.201084,0.0604219039700172,0.3004809133,4.799442,0.9124515811,0.1901161804,19.738,0.371,0.01879623021044525,28.791,0.854,0.029662046206920385,10.812,0.393,0.036348503,5.143,0.523,0.10169162,0.832,0.166,0.19951922,0.37,0.076,0.2054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1323,10.108698,2.704839532,0.2675754614,,,,,,,3465.27116,613.6233544,0.1770780196,2183.542,77.433,0.035462106365358015,1345.213,60.443,0.044931918434818155,499.309,14.741,0.0295228,167.814,5.666,0.033763573,19.64,,,13.896,0.868,0.062464017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1326,0.556748,0.4118918455,0.7398173779,0.205586,0.1912538877,0.9302865358,0.383322,0.542905619169444,1.416317402,10.928756,11.98847539,1.09696615,35.023,2.155,0.061530993101383956,44.617,2.457,0.05506869617334509,20.422,0.891,0.043629415,9.748,0.355,0.036417726,1.53,,,1.181,0.125,0.10584251,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1327,0.117882,0.06812918956,0.5779439572,0.065816,0.02950757411,0.4483343581,0.073656,0.0357335434851912,0.4851409727,0.764776,0.5569610882,0.7282669542,4.086,0.274,0.06705824499088237,4.413,0.188,0.04260140348123688,1.597,0.124,0.077645585,0.71,0.077,0.1084507,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1328,0.879806,0.1203358844,0.136775476,0.405388,0.1510194812,0.3725307144,0.534918,0.11007209055881101,0.2057737645,8.676396,1.990550991,0.2294214085,12.461,0.386,0.030976647732202548,13.567,2.361,0.17402521272463745,8.792,0.273,0.031050956,,,,,,,1.026,0.117,0.114035085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1329,2.582402,0.729730288,0.2825781145,2.83984,0.8176670041,0.2879271382,,,,218.055398,36.91359403,0.1692853943,105.695,2.492,0.023577275206933406,80.526,2.659,0.033020389934820524,21.268,0.58,0.027271017,7.9,0.206,0.02607595,1.61,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1332,0.48463,0.2826020171,0.5831294329,0.290002,0.1601015736,0.5520705843,0.848506,0.46691309187712254,0.5502767121,22.692942,8.475237552,0.3734746051,29.718,1.264,0.04253314685288826,22.946,0.578,0.025189575919981957,6.136,0.157,0.025586702,2.476,0.277,0.11187399,,,,0.294,0.062,0.21088435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1333,4.196642,4.444293612,1.059011851,1.43728,2.310418266,1.607493506,8.24835,11.6808209259885,1.41614031,201.096944,228.9300662,1.13840649,383.74,7.112,0.018533381947558002,390.656,11.969,0.030638208200234728,120.823,4.388,0.03631759,35.028,1.236,0.035286054,5.02,,,3.432,0.249,0.07255245,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
1334,0.216796,0.07526593604,0.3471740071,0.045596,0.02215981679,0.4860035263,0.067364,0.023440946653022796,0.3479743877,1.564818,0.3543433394,0.2264438033,19.152,1.077,0.056234336984884566,22.239,1.761,0.07918521683498801,9.337,0.328,0.03512906,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,1.298328,0.117774242,0.09071224064,0.504334,0.1638188856,0.3248222123,4.646002,0.6774315821797523,0.1458095761,51.371602,7.25947152,0.1413129285,85.979,3.052,0.03549704050729093,83.145,2.519,0.030296470664571074,33.286,0.978,0.029381722,12.393,0.559,0.04510611,2.5,,,2.164,0.184,0.085027725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1336,0.601548,0.3406754236,0.5663312381,0.234154,0.1352594619,0.5776517245,0.272742,0.1020405356823018,0.3741284279,12.699438,3.791380227,0.2985470874,10.903,0.975,0.08942493110537081,8.339,1.634,0.19594674945835414,5.587,0.483,0.086450696,3.305,0.569,0.17216338,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1337,0.295488,0.03224082304,0.109110431,0.13631,0.03222925146,0.2364408441,0.685162,0.0862847557505166,0.1259333643,10.581648,2.063242709,0.1949831169,9.968,0.302,0.030296948853503453,9.074,0.809,0.0891558315251035,3.29,0.436,0.13252279,1.171,0.198,0.16908625,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1339,0.424124,0.06064490275,0.1429886136,0.243004,0.09639725324,0.3966899855,7.093332,1.6066904883851196,0.2265071603,401.923948,69.69483536,0.1734030423,560.134,10.869,0.019404286179513272,512.655,11.984,0.02337634511707416,137.862,3.817,0.027687106,52.354,1.652,0.031554416,8.08,,,5.581,0.373,0.0668339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1341,1.847874,0.2621973849,0.1418913762,0.619846,0.4550432922,0.7341231406,,,,101.661192,20.72864807,0.2038993215,153.219,6.428,0.041953021317833426,137.223,5.529,0.04029207789838758,43.48,1.698,0.039052438,13.548,1.153,0.08510481,2.76,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1343,1.978042,1.254942155,0.6344365566,0.742604,0.4723014912,0.6360072006,3.903268,1.1275340579440325,0.2888692393,77.889564,33.72252614,0.4329530737,95.146,3.932,0.0413259613835443,140.865,4.843,0.034380434708054845,54.496,1.596,0.029286554,24.31,0.952,0.03916084,4.22,,,2.804,0.214,0.076319546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,2.465384,0.7795405414,0.3161943703,1.061422,0.4436305494,0.4179586907,3.936444,1.3897968747310787,0.3530589727,78.70169,21.35361459,0.2713234569,76.421,3.72,0.04867771984938995,79.317,2.295,0.028934529499274372,27.055,0.505,0.01866568,9.87,0.356,0.036068898,1.65,,,1.456,0.147,0.10096154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1345,0.162368,0.06615698845,0.4074509044,0.066622,0.04109810543,0.6168848943,0.08599,0.035291945967521,0.4104191879,2.595372,0.6992142209,0.2694080929,6.054,0.362,0.05979517485231387,34.028,6.922,0.20342071033664774,9.003,1.08,0.11996002,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1346,0.173484,0.1485441242,0.8562410608,0.069746,0.08838186372,1.267196165,0.134,0.134067746112,1.000505568,4.3281,3.733439049,0.8626046184,10.293,0.435,0.04226173150531291,14.198,0.43,0.030285956272190263,6.569,0.248,0.037753083,3.375,0.201,0.059555557,,,,0.149,0.049,0.32885903,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1347,0.551154,0.1173665661,0.2129469551,0.198152,0.05776523107,0.2915197983,0.413258,0.1334149488117328,0.3228369416,11.804284,2.073162265,0.1756279555,19.521,1.243,0.06367501821205769,26.89,1.351,0.050241723739777235,10.266,0.735,0.071595564,3.398,0.202,0.059446737,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1349,1.067012,0.07803566345,0.07313475711,0.371456,0.06267356484,0.1687240611,0.899252,0.2509535768845904,0.2790692452,18.01183,2.537161572,0.1408608438,36.197,2.31,0.0638174418537321,35.762,2.697,0.07541524597905265,14.593,0.815,0.05584869,8.284,0.768,0.09270883,1.48,,,2.073,0.184,0.08876025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1351,0.079962,0.03490997379,0.4365820488,0.029258,0.009895267557,0.3382072444,0.038602,0.0154868547491728,0.4011930664,1.88192,0.4863820926,0.2584499302,14.349,0.782,0.05449857169455772,12.793,0.657,0.05135621083758374,7.429,0.335,0.045093555,2.691,0.251,0.09327387,,,,0.237,0.062,0.26160336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1352,1.036696,0.6254942409,0.603353578,0.24852,0.1314346054,0.5288693281,0.427508,0.09488561520901599,0.221950502,14.853716,8.041679169,0.5413917412,105.199,2.064,0.019619957331164062,104.07,3.895,0.03742673182402723,27.682,1.166,0.042121235,9.426,0.691,0.07330787,1.04,,,1.382,0.141,0.10202605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1353,2.260304,0.6686759245,0.2958345092,1.490646,0.7064288815,0.4739078772,10.21322,3.378097344198974,0.3307573267,125.530862,33.23658815,0.2647682619,152.309,5.868,0.0385269421407637,130.571,5.185,0.039710195547093464,34.493,,,14.33,1.943,0.13558967,2.41,,,5.597,0.378,0.067536175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1354,0.809162,0.1250882867,0.1545899173,0.160172,0.08290628245,0.5176078369,2.11243,0.712365297820095,0.3372255165,47.460614,10.9428079,0.2305660838,68.352,3.967,0.05803780441873529,40.993,4.842,0.11811772760299062,19.187,12.09,0.63011414,9.255,3.033,0.32771474,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1355,0.882688,0.1082406699,0.122626194,0.279282,0.08514612422,0.3048750876,0.821422,0.2027974363146732,0.2468858106,14.972888,2.207374373,0.1474247569,23.263,0.871,0.037441430249484944,19.957,0.925,0.04634965234859593,6.874,1.541,0.22417806,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1357,0.303736,0.02909137553,0.09577849029,0.085364,0.02470829476,0.2894463095,0.377086,0.07624854642076,0.20220466,9.31416,0.9279482748,0.09962769319,13.911,0.389,0.027963482033605675,31.985,2.231,0.06975144432059523,14.632,0.626,0.04278294,6.065,1.718,0.28326464,,,,0.447,0.087,0.19463086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1358,0.298384,0.07703567764,0.2581763018,0.093012,0.02941309181,0.3162290007,0.134786,0.031031000301666996,0.2302242095,4.300564,1.109642464,0.258022544,13.934,,,19.331,1.093,0.0565413095214648,8.768,0.947,0.108006395,4.326,0.327,0.075589456,,,,0.339,0.085,0.2507375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1359,0.13176,0.02189173017,0.1661485289,0.026416,0.006111548902,0.2313578476,0.20909,0.042362723588899,0.2026052111,2.7319,0.5979763662,0.2188866233,4.777,0.171,0.035796525814255235,8.727,0.76,0.087086053679759,2.173,1.022,0.47031748,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1360,1.024122,0.5816998626,0.5679986004,0.265042,0.2291996644,0.8647673366,3.44792,1.161011679849,0.3367281375,51.1317,22.13148191,0.4328328984,110.268,2.342,0.02123916283626614,128.569,2.599,0.02021482610202939,44.203,1.251,0.028301248,15.051,0.639,0.04245565,1.95,,,0.901,0.123,0.13651498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1361,0.188244,0.0534166971,0.2837630793,0.056896,0.03390539824,0.5959188386,0.80616,0.205078038166488,0.2543887543,22.87467,3.449725917,0.150809866,57.04,0.871,0.015269985832639697,67.852,1.573,0.023182808969870197,21.092,1.183,0.056087617,8.096,0.634,0.07831028,1.91,,,1.233,0.155,0.12570965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1364,2.989982,0.1510422377,0.05051610267,1.328218,0.2320200697,0.1746852322,3.098094,0.314729410276191,0.1015880765,61.065652,6.221220792,0.1018775791,68.464,4.39,0.06412128807089267,32.554,1.981,0.06085273535031757,10.43,0.918,0.08801533,4.145,0.429,0.10349819,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1365,0.143458,0.05383896052,0.3752942361,0.050508,0.01907236666,0.3776108074,0.137662,0.0299643433070492,0.2176660466,2.026434,0.8919386124,0.4401518196,13.522,1.528,0.11300103513821749,12.073,0.723,0.059885694523848225,5.701,0.531,0.093141556,3.265,0.335,0.10260337,0.464,0.093,0.20043105,0.815,0.12,0.14723927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1367,0.287672,0.1456470747,0.5062956239,0.085754,0.04194025668,0.4890763892,0.204052,0.0890084491575656,0.4362047378,10.689382,2.89242997,0.2705890733,16.932,0.658,0.03886132721300529,16.368,1.206,0.073680350099957,1.004,0.533,0.5308765,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1369,0.682278,0.07982774844,0.1170017917,0.083358,0.02827490619,0.3391984715,1.10117,0.245685487454323,0.2231131319,5.960604,2.592371156,0.4349175279,32.334,0.744,0.02300983539441377,42.478,2.291,0.053933798422095655,15.605,,,4.841,,,0.91,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1370,0.383268,0.01016442177,0.02652040289,0.14482,0.07062778278,0.4876935698,0.829962,0.2109867228926352,0.2542125096,2.973542,0.6589767164,0.2216133878,11.168,0.384,0.034383954453604954,27.617,1.938,0.07017416677265365,10.981,1.042,0.09489118,7.948,0.864,0.10870659,1.39,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1371,1.27081,1.63968403,1.290266861,0.760674,0.7950848706,1.045237343,5.421354,1.3305655643463767,0.2454304892,172.184746,41.09548854,0.2386709014,168.886,2.205,0.013056143929668858,155.982,3.574,0.02291289944829778,42.117,0.907,0.021535248,13.606,0.319,0.02344554,2.09,,,1.43,0.135,0.0944056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1372,0.12148,0.07366570335,0.6064019044,0.043126,0.03128051598,0.7253284789,0.04775,0.032277726841749996,0.675973337,2.37574,0.689210887,0.2901036675,5.921,0.265,0.04475595097025591,9.488,0.475,0.05006323714581951,3.557,0.25,0.07028395,1.315,0.152,0.11558934,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1373,1.754796,0.1960944447,0.1117477158,0.476886,0.1501659876,0.3148886476,5.260012,0.9507851967827552,0.1807572296,59.23497,9.028433571,0.1524172895,77.675,1.719,0.02213067244132846,166.944,10.89,0.06523145691562893,69.822,4.264,0.061069578,18.216,1.269,0.06966404,2.21,,,11.515,0.735,0.06382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1374,2.79681,0.2976945898,0.1064407628,1.067874,0.3132847019,0.2933723472,,,,129.83809,20.43371107,0.1573784016,137.25,3.045,0.022185792905602516,173.366,9.651,0.05566835494207736,37.28,1.73,0.04640558,18.846,0.869,0.04611058,2.401,0.48,0.19991669,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1375,0.165636,0.07047046459,0.4254537938,0.063,0.02269701852,0.3602701353,0.101542,0.0313025002156146,0.3082714563,2.536046,0.6407166649,0.2526439445,9.509,0.505,0.053107581789002885,11.008,0.578,0.052507268264889724,4.713,0.443,0.09399533,2.196,0.244,0.111111104,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,0.270626,0.1329445867,0.4912483896,0.08408,0.03268105644,0.3886900147,0.202148,0.0423569730914644,0.2095344653,5.272584,0.9545354707,0.1810375085,9.328,0.232,0.024871354344369618,12.379,0.837,0.06761450944323177,4.962,0.351,0.07073761,2.86,0.302,0.105594404,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1377,0.515058,0.139177331,0.2702168125,0.228212,0.07223937133,0.3165450166,0.95002,0.110313015760388,0.1161165194,15.347696,2.419442352,0.157642056,29.028,1.145,0.039444673450686016,24.224,1.244,0.0513540273298518,10.847,2.687,0.24771826,3.841,0.703,0.18302526,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1378,0.130246,0.03205553821,0.2461153372,0.057508,0.01750779455,0.3044410265,0.192364,0.0578176727322884,0.3005638931,4.352994,0.4116899766,0.09457627935,16.525,0.449,0.02717095315907258,30.039,2.5,0.0832251406504877,16.37,0.708,0.043249846,8.04,0.356,0.044278607,1.71,,,1.396,0.13,0.093123205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
